city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,Park Lane Hotel New York,"36 Central Park S South, New York, NY 10019, USA",40.7650735,-73.9752633,(212) 371-4000,4,3395,,https://www.parklanenewyork.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,
New York,Kimpton Hotel Eventi,"851 6th Ave, New York, NY 10001, USA",40.7470222,-73.9900333,(212) 564-4567,4.4,2200,3,https://www.hoteleventi.com/?&cm_mmc=WEB-_-KI-_-AMER-_-EN-_-EV-_-Google%20Business%20Profile-_-DD-_-eventi,True
New York,Connolly's,"121 W 45th St, New York, NY 10036, USA",40.7573681,-73.9835798,(212) 597-5126,4.4,5162,2,https://www.connollyspubandrestaurant.com/,False
New York,TAO Uptown,"42 E 58th St, New York, NY 10022, USA",40.7626593,-73.9714411,(212) 888-2288,4.2,4379,3,https://taorestaurant.com/,False
New York,Carmine's - Time Square,"200 W 44th St, New York, NY 10036, USA",40.757498,-73.986654,(212) 221-3800,4.5,18845,2,https://carminesnyc.com/locations/times-square,False
New York,Bryant Park Grill,"25 W 40th St, New York, NY 10018, USA",40.7531999,-73.982957,(212) 840-6500,4.3,3306,2,https://bryantparkgrillnyc.com/,False
New York,YOTEL New York Times Square,"570 Tenth Avenue At, W 42nd St, New York, NY 10036, USA",40.7591608,-73.9954657,(646) 449-7700,3.9,9543,,https://www.yotel.com/en/hotels/yotel-new-york?utm_source=Google&utm_medium=Yext_YONYC,
New York,Grand Central Oyster Bar,"89 E 42nd St, New York, NY 10017, USA",40.7524823,-73.97743109999999,(212) 490-6650,4.2,4577,2,http://www.oysterbarny.com/,False
New York,Blue Fin,"1567 Broadway, New York, NY 10036, USA",40.75937589999999,-73.98532519999999,(212) 918-1400,4.2,1273,3,https://www.bluefinnyc.com/location/blue-fin/,False
New York,Shake Shack Theater District,"691 8th Ave, New York, NY 10036, USA",40.7584105,-73.98921899999999,(646) 435-0135,4.4,15003,2,https://www.shakeshack.com/location/theater-district-ny?utm_source=google&utm_medium=listing,False
New York,Ellen's Stardust Diner,"1650 Broadway, New York, NY 10019, USA",40.7618723,-73.98343559999999,(212) 956-5151,4.4,24058,2,https://www.ellensstardustdiner.com/,False
New York,Del Frisco's Double Eagle Steakhouse,"1221 Ave of the Americas, New York, NY 10020, USA",40.7594099,-73.98222,(212) 575-5129,4.5,5844,4,https://www.delfriscos.com/location/del-friscos-double-eagle-steakhouse-new-york-ny/,False
New York,Morton's The Steakhouse,"551 5th Ave, New York, NY 10017, USA",40.75521850000001,-73.97871289999999,(212) 972-3315,4.5,2071,4,https://www.mortons.com/location/mortons-the-steakhouse-new-york-ny-manhattan/,False
New York,Keens Steakhouse,"72 W 36th St., New York, NY 10018, USA",40.7507861,-73.9864611,(212) 947-3636,4.6,9668,4,http://www.keens.com/,False
New York,Pershing Square,"90 E 42nd St, New York, NY 10017, USA",40.7520244,-73.97782579999999,(212) 286-9600,4.2,4789,2,https://pershingsquare.com/,False
New York,burger joint,"119 W 56th St, New York, NY 10019, USA",40.764215,-73.97855969999999,(212) 708-7414,4.3,9203,2,https://www.burgerjointny.com/,False
New York,Hard Rock Cafe,"1501 Broadway, New York, NY 10036, USA",40.7570352,-73.9866112,(212) 343-3355,4.4,24664,2,https://cafe.hardrock.com/new-york/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings,False
New York,Red Lobster,"Five Times Square, W 41st St NYC/5, New York, NY 10036, USA",40.755631,-73.9874823,(212) 730-6706,4.4,13812,2,https://www.redlobster.com/seafood-restaurants/locations/ny/new-york/5-times-square-nyc5,False
New York,Per Se,"10 Columbus Cir, New York, NY 10019, USA",40.7682178,-73.9828988,(212) 823-9335,4.5,2079,4,https://www.thomaskeller.com/perseny,False
New York,Sophie's Cuban Cuisine - Midtown West,"21 W 45th St A, New York, NY 10036, USA",40.7560441,-73.980411,(212) 302-1211,4.3,801,1,https://www.sophiescuban.com/,False
New York,Olive Garden Italian Restaurant,"2 Times Sq, New York, NY 10036, USA",40.75946,-73.9847861,(212) 333-3254,4.1,7905,2,https://www.olivegarden.com/locations/ny/new-york/nyc-times-square/1451?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:new-york-ny-1451_pl:locurl_rd:1335,False
New York,Quality Meats,"57 W 58th St, New York, NY 10019, USA",40.76500850000001,-73.9761481,(212) 371-7777,4.5,3368,4,http://qualitymeatsnyc.com/,False
New York,Stout NYC,"215 W 35th St, New York, NY 10001, USA",40.752069,-73.9907953,(212) 629-6191,4.3,3559,2,https://www.stoutnyc.com/,False
New York,Nobu Fifty Seven,"40 W 57th St, New York, NY 10019, USA",40.763705,-73.9762452,(212) 757-3000,4.4,2695,4,https://www.noburestaurants.com/fifty-seven/home/?utm_source=google&utm_medium=Yext,False
New York,The Capital Grille,"120 W 51st St, New York, NY 10020, USA",40.760861,-73.98105699999999,(212) 246-0154,4.6,1663,4,https://www.thecapitalgrille.com/locations/ny/new-york/nyc-rockefeller-center/8038?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:new-york-ny-8038_pl:locurl_rd:1034,False
New York,McGee's Pub,"240 W 55th St, New York, NY 10019, USA",40.7649602,-73.9828785,(212) 957-3536,4.1,5574,2,http://mcgeespubny.com/,False
New York,Dave & Buster's New York City - Times Square,"234 W 42nd St 3rd Floor, New York, NY 10036, USA",40.7564324,-73.9888326,(646) 495-2015,4.3,10741,2,https://www.daveandbusters.com/us/en/about/locations/new-york-city-times-square,False
New York,Marea,"240 Central Park S, New York, NY 10019, USA",40.7674251,-73.9811137,(212) 582-5100,4.5,3026,4,https://www.marearestaurant.com/new-york?utm_source=GoogleBusinessProfile&utm_medium=organic&utm_campaign=MapLabs,False
New York,Becco,"355 W 46th St, New York, NY 10036, USA",40.760804,-73.98983240000001,(212) 397-7597,4.3,4574,2,http://www.becco-nyc.com/,False
New York,Ai Fiori,"400 5th Ave #2, New York, NY 10018, USA",40.7500752,-73.9837835,(212) 613-8660,4.4,1811,4,https://aifiorinyc.com/?utm_source=GoogleBusinessProfile&utm_medium=organic&utm_campaign=MapLabs,False
