city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,NYU College of Dentistry,"345 E 24th St, New York, NY 10010, USA",40.7378213,-73.97840579999999,(212) 998-9800,3.6,1202,,http://dental.nyu.edu/,False
New York,AL Dental Studio,"30 E 60th St # 608, New York, NY 10022, USA",40.7637147,-73.97026989999999,(212) 430-3888,4.5,581,,http://aldentalstudio.com/,False
New York,SDNY Dental,"150 E 58th St #3200, New York, NY 10155, USA",40.7610509,-73.968041,(212) 752-7937,4.6,42,,https://www.sdnydental.com/,False
New York,Michael Gelb DDS - TMJ Specialist,"635 Madison Ave, New York, NY 10022, USA",40.76362839999999,-73.9710967,(212) 752-1662,4.3,49,,https://www.gelbcenter.com/tmj-specialist-nyc/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb,False
New York,"Nathan Satler, DDS","119 W 57th St #1001, New York, NY 10019, USA",40.7650174,-73.9779901,(212) 757-5657,4.9,65,,,False
New York,Dental Specialists of NY,"A&D Annex Building, 150 E 58th St FL 10, New York, NY 10155, USA",40.76113120000001,-73.9678479,(212) 661-2192,4.8,101,,https://dentalspecialistsofny.com/,False
New York,Cohen-Brown Gwen DDS,"525 E 68th St suite j-130, New York, NY 10065, USA",40.7643962,-73.9539303,(212) 746-5454,5,1,,,False
New York,"Frank Orlando DDS, FAGD, FICOI","156 W 56th St Suite 903, New York, NY 10019, USA",40.76424859999999,-73.9797499,(646) 876-4772,5,320,,http://www.drfrankorlando.com/,False
New York,"Arnold J. Fischler, DMD","110 E 48th St #200, Flushing, NY 11364, USA",40.7556326,-73.9739927,(646) 736-2206,4.2,5,,,False
New York,"Wendy Mayer, DDS","240 Central Park S #2i, New York, NY 10019, USA",40.7673878,-73.9811768,(212) 246-2398,4.7,127,,https://www.mayerdentalcare.com/,False
New York,Kamer Angela R DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,,
New York,Central Park Dental Aesthetics,"200 W 57th St Suite 303, New York, NY 10019, USA",40.7653794,-73.9806833,(212) 601-2666,4.8,198,,https://cpdanyc.com/,False
New York,"Dr. Guido O. Sarnachiaro, DDS","150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 752-7937,5,5,,,False
New York,"Alexandra Hara DMD, PLLC","133 E 58th St # 804, New York, NY 10022, USA",40.7619531,-73.96893299999999,(212) 308-9696,5,15,,,False
New York,Contemporary Dental Implant Centre,"295 Madison Ave 28th Floor, New York, NY 10017, USA",40.751855,-73.979468,(212) 269-9500,4.3,79,,https://www.contemporarydentalimplantcentre.com/,False
New York,Tarnow Dennis P DDS,"150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 752-7937,4.2,10,,,False
New York,"Dr. Rodolfo Sanchez, DDS","150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 661-2192,5,4,,https://www.dentalspecialistsofny.com/,
New York,Hochman Mark N DDS,"150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 752-7937,,,,,
New York,Ashman Arthur DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,,
New York,"Dr. Sonal S. Shah, DDS","345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(718) 783-2777,,,,http://www.oralpathologyclinic.com/,
New York,"Tara A. Bogart, DDS","218 E 61st St, New York, NY 10065, USA",40.7623185,-73.96494179999999,(212) 756-8890,5,65,,https://www.perionyc.com/,False
New York,Bahn Saul L DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9662,,,,,
New York,"Dr. Jonathan Zamzok, DDS","150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 752-7937,5,2,,,False
New York,Ship Jonathan a DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,,
New York,Davidson Robert M DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 443-1300,,,,,
New York,Craig Ronald G DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,,
